loading annotations into memory...
Done (t=0.98s)
(6, 'beard,')
(6, 'beaded')
(6, 'batches')
(6, 'basket,')
(6, 'baron')
(6, 'barns')
(6, 'bannanas')
(6, 'ballroom')
(6, 'bakes')
(6, 'bails')
(6, 'bail')
(6, 'backup')
(6, 'awful')
(6, 'avid')
(6, 'attendees')
(6, 'astounding')
(6, 'ashore')
(6, 'artsy')
(6, 'arrival')
(6, 'arrayed')
(6, 'arms,')
(6, 'armrest')
(6, 'ar')
(6, 'approval')
(6, 'app')
(6, 'apartment,')
(6, 'announcer')
(6, 'animation')
(6, 'amish')
(6, 'ambulances')
(6, 'al')
(6, 'airy')
(6, 'aim')
(6, 'aging')
(6, 'aggressively')
(6, 'advanced')
(6, 'adjustable')
(6, 'adjoining')
(6, 'adidas')
(6, 'actions')
(6, 'accompany')
(6, 'accepting')
(6, 'abundant')
(6, 'abandon')
(6, '9')
(6, '50th')
(6, '350')
(6, '35')
(6, '34th')
(6, '17')
(6, '"hammer')
(6, '"free')
(6, '!')
(5, 'zookeeper')
(5, 'zipping')
(5, 'zippered')
(5, 'y')
(5, 'worshiping')
(5, 'workings')
(5, "worker's")
(5, 'workbench')
(5, 'woodsy')
(5, 'wonderland')
(5, 'winners')
(5, 'winking')
(5, 'wings,')
(5, 'wielding')
(5, 'whizzes')
(5, 'white-tiled')
(5, 'well-kept')
(5, 'well-furnished')
(5, 'website')
(5, 'webpage')
(5, 'weapon')
(5, 'waterhole')
(5, 'watered')
(5, 'washer,')
(5, 'warmer')
(5, 'ward')
(5, 'wallets')
(5, 'waiters')
(5, 'wafer')
(5, 'volunteers')
(5, 'villa')
(5, 'victoria')
(5, 'vespas')
(5, 'venturing')
(5, 'vents')
(5, 'ventilation')
(5, 'vegitables')
(5, 'vegetated')
(5, 'valentines')
(5, "valentine's")
(5, 'utilitarian')
(5, 'urine')
(5, 'urinals,')
(5, 'upturned')
(5, 'unpainted')
(5, 'unique,')
(5, 'unfolded')
(5, 'undone')
(5, 'understand')
(5, 'uncomfortable')
(5, 'unaware')
(5, 'uhaul')
(5, 'two-tiered')
(5, 'turnips,')
(5, 'turbine')
(5, 'tun')
(5, 'true')
(5, 'trucking')
(5, 'trooper')
(5, 'trombone')
(5, 'triumphantly')
(5, 'trimmings')
(5, 'trim,')
(5, 'trike')
(5, 'tried')
(5, 'transformed')
(5, 'trains,')
(5, 'torches')
(5, 'toiletries,')
(5, 'toa')
(5, 'tinsel')
(5, 'ting')
(5, 'time-lapse')
(5, 'thorough')
(5, 'things,')
(5, 'thin,')
(5, 'themes')
(5, 'thatch')
(5, 'textbook')
(5, 'tested')
(5, 'tee-shirt')
(5, 'tearing')
(5, "team's")
(5, 'taxis,')
(5, 'tastes')
(5, 'tarts')
(5, 'tarps')
(5, 'taps')
(5, 'tapping')
(5, 'tanning')
(5, 'tankless')
(5, 'tank,')
(5, 'tangerines,')
(5, 'take-out')
(5, 'tailgate')
(5, 'swirling')
(5, 'swimwear')
(5, 'swift')
(5, 'swerving')
(5, 'sweaty')
(5, 'sweating')
(5, 'susan')
(5, 'surveying')
(5, 'surfers,')
(5, 'surface,')
(5, 'sunning')
(5, 'sunk')
(5, 'sundae')
(5, 'suits,')
(5, 'suckles')
(5, 'subs')
(5, 'stumps')
(5, 'struts')
(5, 'stree')
(5, 'stray')
(5, 'strategically')
(5, 'strands')
(5, 'storing')
(5, "store's")
(5, 'stoops')
(5, 'stooges')
(5, 'stones,')
(5, 'stnading')
(5, 'stir-fry')
(5, 'stevens')
(5, 'steps,')
(5, 'steeple,')
(5, 'steams')
(5, 'stealing')
(5, 'steady')
(5, 'stature')
(5, 'statement')
(5, 'staked')
(5, 'stake')
(5, 'stabbing')
(5, 'squished')
(5, 'squints')
(5, 'squared')
(5, 'squad')
(5, 'sprouting')
(5, 'sprints')
(5, 'sprinkled,')
(5, 'sprig')
(5, 'spouting')
(5, 'spitting')
(5, 'spin')
(5, 'spill')
(5, 'spikes')
(5, 'spigot')
(5, 'spicy')
(5, 'spears')
(5, 'speared')
(5, 'spatulas')
(5, 'spans')
(5, 'spandex')
(5, 'soups')
(5, 'sophisticated')
(5, 'somber')
(5, 'sole')
(5, 'soaps')
(5, 'snuggle')
(5, 'snowmen')
(5, 'sneaks')
(5, 'snacks,')
(5, 'snacking')
(5, 'smoothies')
(5, 'smith')
(5, 'slit')
(5, 'slippery')
(5, 'slicer')
(5, 'sleeved')
(5, 'sleek,')
(5, 'slaw,')
(5, 'slathered')
(5, 'slap')
(5, 'slabs')
(5, 'skyteam')
(5, 'skim')
(5, 'skillets')
(5, 'skiing,')
(5, 'skiiing')
(5, 'skiff')
(5, 'skies,')
(5, 'skier,')
(5, "skier's")
(5, 'skidding')
(5, 'skate-park')
(5, 'sixteen')
(5, 'sisters')
(5, 'singular')
(5, 'singer')
(5, 'simulator')
(5, 'silos')
(5, 'sill,')
(5, 'sil')
(5, 'signal,')
(5, 'sidwalk')
(5, 'sidecars')
(5, 'sideboard')
(5, 'siblings')
(5, 'shortcake')
(5, 'shopper')
(5, 'shop,')
(5, 'shop"')
(5, 'shirted')
(5, 'shetland')
(5, "shelf's")
(5, 'sheeted')
(5, 'sheers')
(5, 'shear')
(5, 'sharpie')
(5, 'shampoo')
(5, 'shacks')
(5, 'seuss')
(5, 'set-up')
(5, 'services')
(5, 'service"')
(5, 'servers')
(5, 'sepia-toned')
(5, 'seniors')
(5, 'send')
(5, 'seeking')
(5, 'scrubs')
(5, 'scrubby')
(5, 'scrolling')
(5, 'screwed')
(5, 'screens,')
(5, 'scream')
(5, 'scott')
(5, 'schoolbus')
(5, 'sas')
(5, 'salesman')
(5, 'sale,')
(5, 'sailboard')
(5, 'said')
(5, 'saab')
(5, 'rushes')
(5, 'rummaging')
(5, 'rulers')
(5, 'ruby')
(5, 'rowers')
(5, 'rover')
(5, 'rotunda')
(5, 'roses,')
(5, 'roping')
(5, 'rope,')
(5, 'roomful')
(5, 'roof,')
(5, 'roles')
(5, "river's")
(5, 'rings,')
(5, 'rider,')
(5, 'ribs,')
(5, 'retrieves')
(5, 'restrooms')
(5, 'restroom,')
(5, "restaurant's")
(5, 'response')
(5, 'representation')
(5, 'replaced')
(5, 'refrigeration')
(5, 'refrigerated')
(5, 'reef')
(5, 'recognizable')
(5, 'recess')
(5, 'reason')
(5, 'rears')
(5, 'readied')
(5, 'read,')
(5, 'reacting')
(5, 'razor,')
(5, 'rays')
(5, 'ratchet')
(5, 'ranges')
(5, 'rancher')
(5, 'raisins,')
(5, 'rained')
(5, 'raincoats')
(5, 'railing,')
(5, 'rags')
(5, 'rabbits')
(5, 'quilt,')
(5, 'pyramids')
(5, 'puzzled')
(5, 'purpose')
(5, 'puncher')
(5, 'pugs')
(5, 'puddles')
(5, 'prosciutto')
(5, 'problem')
(5, 'prizes')
(5, 'prince')
(5, 'pressure')
(5, 'presidents')
(5, 'preparations')
(5, 'practical')
(5, 'postage')
(5, 'porcupine')
(5, 'pondering')
(5, 'politicians')
(5, 'poked')
(5, 'plugs')
(5, 'plugging')
(5, 'plaques')
(5, 'plantain')
(5, 'placemats')
(5, "pirate's")
(5, 'pinstriped')
(5, 'pinning')
(5, 'pinkish')
(5, 'pinking')
(5, 'pillowcases')
(5, 'pies,')
(5, 'phrase')
(5, "photographer's")
(5, 'perked')
(5, 'peripheral')
(5, 'pennsylvania')
(5, 'pendant')
(5, 'peep')
(5, 'pebbles')
(5, 'pealed')
(5, 'peaked')
(5, 'pavers')
(5, 'pavement,')
(5, 'pattered')
(5, 'patrols')
(5, 'path,')
(5, 'pasty')
(5, 'passageway')
(5, 'party,')
(5, 'parts,')
(5, 'partaking')
(5, 'parking"')
(5, 'parcel')
(5, 'parachuting')
(5, 'para-surfing')
(5, 'panes')
(5, 'paneling,')
(5, 'palms')
(5, 'pakistan')
(5, 'painting,')
(5, 'pagoda')
(5, 'pads,')
(5, 'paddleboarding')
(5, 'padding')
(5, 'overtop')
(5, 'overnight')
(5, 'overheard')
(5, 'overhead,')
(5, 'overexposed')
(5, 'outfit,')
(5, 'outcrop')
(5, 'organizing')
(5, 'opportunity')
(5, 'opened,')
(5, 'oozing')
(5, 'ont')
(5, 'only"')
(5, 'olive,')
(5, 'ok')
(5, 'oils')
(5, 'off-white')
(5, 'od')
(5, 'octagonal')
(5, 'occupies')
(5, 'obscures')
(5, 'obscene')
(5, 'number,')
(5, 'nudging')
(5, 'nosing')
(5, 'nights')
(5, 'nigh')
(5, 'nibble')
(5, 'newspapers,')
(5, 'newest')
(5, 'nerd')
(5, 'neglected')
(5, 'neckties')
(5, 'necklaces')
(5, 'necked')
(5, 'neck,')
(5, 'nd')
(5, 'nachos')
(5, 'myspace')
(5, 'muslim')
(5, 'muscle')
(5, 'murdered')
(5, 'multi-level')
(5, 'multi-lane')
(5, 'motoring')
(5, 'motorhome')
(5, 'motorcross')
(5, 'motionless')
(5, 'mother,')
(5, 'mortar')
(5, 'monstrosity')
(5, 'modular')
(5, 'mode')
(5, 'mittens')
(5, 'misshapen')
(5, 'mints')
(5, 'mini-fridge')
(5, 'mime')
(5, 'mike')
(5, 'midday')
(5, 'mets')
(5, 'menacingly')
(5, 'meets')
(5, 'medium-sized')
(5, 'mechanic')
(5, 'mauve')
(5, 'matter')
(5, 'matt')
(5, 'masts')
(5, 'marriage')
(5, 'mariners')
(5, 'margarita')
(5, 'map,')
(5, 'manipulating')
(5, 'manicure')
(5, 'manhattan')
(5, 'mangos,')
(5, 'mandarin')
(5, 'managing')
(5, 'mallard')
(5, 'makeup,')
(5, 'maker,')
(5, 'made,')
(5, 'loved')
(5, 'longhorn')
(5, 'lollipops')
(5, 'lobster,')
(5, 'llamas')
(5, 'lived')
(5, 'liquids')
(5, 'lily')
(5, 'lilac')
(5, 'lightening')
(5, 'lieing')
(5, 'licked')
(5, 'leggings')
(5, 'ledges')
(5, 'leaguer')
(5, 'layout')
(5, 'launched')
(5, 'lapsed')
(5, 'landmark')
(5, 'lampshade')
(5, 'ladybug')
(5, 'lack')
(5, 'knows')
(5, 'knotted')
(5, 'knocking')
(5, 'kneeled')
(5, 'kneading')
(5, 'kleenex')
(5, "kitchen's")
(5, 'kings')
(5, 'kilts')
(5, 'kickflip')
(5, 'khakis')
(5, 'kawasaki')
(5, 'jumpsuit')
(5, 'joy')
(5, 'jam,')
(5, 'j')
(5, 'ironic')
(5, 'irises')
(5, 'ipod,')
(5, 'invisible')
(5, 'investigates')
(5, 'interviewing')
(5, 'intertwined')
(5, 'intersections')
(5, 'intended')
(5, 'instructs')
(5, 'institutional')
(5, 'inside,')
(5, 'inset')
(5, 'informing')
(5, 'individuals,')
(5, 'indifferent')
(5, 'indians')
(5, 'incredibly')
(5, 'including:')
(5, 'in,')
(5, 'imposed')
(5, 'illusion')
(5, 'idyllic')
(5, 'idling')
(5, 'identically')
(5, 'ibm')
(5, 'hyrdrant')
(5, 'hurry')
(5, 'hurdles')
(5, 'houses,')
(5, 'houseplant')
(5, 'hotplate')
(5, 'horizontally')
(5, 'hoody')
(5, 'homey')
(5, 'hollow')
(5, 'hogs')
(5, 'hobby')
(5, 'hippopotamus')
(5, 'hil')
(5, 'hikes')
(5, 'heritage')
(5, 'heap')
(5, 'headphone')
(5, 'headgear')
(5, 'hd')
(5, 'haze')
(5, 'hay,')
(5, 'harper"')
(5, 'happens')
(5, 'handbag,')
(5, 'gyro')
(5, 'group,')
(5, 'grime')
(5, 'greets')
(5, 'grazing,')
(5, 'graveled')
(5, 'grassed')
(5, 'grapefruits')
(5, 'glimpse')
(5, 'gleefully')
(5, 'gleaming')
(5, 'giraff')
(5, 'gingham')
(5, 'gerbil')
(5, 'gelato')
(5, 'gains')
(5, 'gaining')
(5, 'futon,')
(5, 'furthest')
(5, 'furred')
(5, 'full,')
(5, 'fron')
(5, 'frilly')
(5, 'foundation')
(5, 'forty')
(5, 'fort')
(5, 'forked')
(5, 'footstool')
(5, 'focuses')
(5, 'flurry')
(5, 'fluorescent')
(5, 'fluffed')
(5, 'flowerpot')
(5, 'flotation')
(5, 'fishnet')
(5, 'firm')
(5, 'firehydrant')
(5, 'fiddling')
(5, 'fez')
(5, 'fettuccine')
(5, 'ferries')
(5, 'feeders')
(5, 'farther')
(5, 'farmhouse')
(5, 'false')
(5, 'faint')
(5, 'facet')
(5, 'eyeglasses,')
(5, 'extraordinary')
(5, 'expressions')
(5, 'expo')
(5, 'expertly')
(5, 'expert')
(5, 'exercises')
(5, 'excitement')
(5, 'exceptionally')
(5, 'especially')
(5, 'escort')
(5, 'equestrians')
(5, 'entwined')
(5, 'entertainer')
(5, 'enjoyment')
(5, 'ending')
(5, 'enclosures')
(5, 'emerges')
(5, 'embellished')
(5, 'eggplant,')
(5, 'effort')
(5, 'edged')
(5, 'eatting')
(5, 'eat,')
(5, 'duvet')
(5, 'dunk')
(5, 'dudes')
(5, 'ducking')
(5, 'drilling')
(5, 'drape')
(5, 'dramatically')
(5, 'doodling')
(5, 'don')
(5, 'dolphins')
(5, "doctor's")
(5, 'divers')
(5, 'distinct')
(5, 'disposal')
(5, 'dispensing')
(5, 'dispenser,')
(5, 'disheveled')
(5, 'disc,')
(5, 'disarray')
(5, 'diorama')
(5, 'differnt')
(5, 'dicing')
(5, 'diamond,')
(5, 'dhl')
(5, 'devoid')
(5, 'devil')
(5, 'despite')
(5, 'desktop,')
(5, 'desert,')
(5, 'derelict')
(5, 'depiction')
(5, 'dented')
(5, 'delicous')
(5, 'deformed')
(5, 'definitely')
(5, 'defense')
(5, 'decorated,')
(5, 'decline')
(5, 'decides')
(5, 'decaying')
(5, 'darkly')
(5, 'darker')
(5, 'dark-colored')
(5, 'dangled')
(5, 'dangerously')
(5, 'dandelions')
(5, 'cut-up')
(5, 'curiosity')
(5, 'curio')
(5, 'cupping')
(5, 'cultural')
(5, 'cubicles')
(5, 'crush')
(5, 'crumb')
(5, 'croutons')
(5, 'crossword')
(5, 'crosswalks')
(5, 'crossbones')
(5, 'cross-legged')
(5, 'crook')
(5, 'croissants,')
(5, 'criss')
(5, 'creams')
(5, 'cream-colored')
(5, 'cracks')
(5, 'course,')
(5, 'courch')
(5, 'coupons')
(5, 'coup')
(5, 'counting')
(5, 'correct')
(5, 'cornfield')
(5, 'corgi')
(5, 'cookbook')
(5, 'conversations')
(5, 'convenient')
(5, 'continues')
(5, 'contentedly')
(5, 'contemplates')
(5, 'consume')
(5, 'constructing')
(5, 'congress')
(5, 'conducting')
(5, 'computing')
(5, 'composed')
(5, 'completes')
(5, 'compass')
(5, 'companions')
(5, 'commuting')
(5, 'commode,')
(5, 'combines')
(5, 'combed')
(5, 'color,')
(5, 'cologne')
(5, 'collector')
(5, 'collectible')
(5, 'colleagues')
(5, 'coffeemaker')
(5, 'coco')
(5, 'cocking')
(5, 'coating')
(5, 'coasters')
(5, 'clouded')
(5, 'closets')
(5, 'closet,')
(5, 'closed,')
(5, 'clocks,')
(5, 'clings')
(5, 'cleaver')
(5, 'clams')
(5, 'circuit')
(5, 'cinder')
(5, 'chunky')
(5, 'christ')
(5, 'chose')
(5, 'chopsticks,')
(5, 'choking')
(5, 'chiquita')
(5, 'chipping')
(5, 'chinatown')
(5, 'chilled')
(5, 'chess')
(5, 'chees')
(5, 'cheers')
(5, 'cheerleader')
(5, 'cheer')
(5, 'cheeks')
(5, 'checkpoint')
(5, 'cheap')
(5, 'chats')
(5, 'chart')
(5, 'charlie')
(5, 'chargers')
(5, 'chaps')
(5, 'changes')
(5, 'challenging')
(5, 'certainly')
(5, 'centers')
(5, 'cellphones,')
(5, 'cases,')
(5, 'cartons')
(5, 'carting')
(5, 'carring')
(5, 'carriage,')
(5, 'carraige')
(5, 'carnation')
(5, 'capable')
(5, 'cantaloupe,')
(5, 'cannon')
(5, 'canning')
(5, 'canister')
(5, 'canes')
(5, 'candlesticks')
(5, 'calzones')
(5, 'cal')
(5, 'cables,')
(5, 'cabinetry,')
(5, 'cabbages')
(5, 'by,')
(5, 'bush,')
(5, 'burger,')
(5, 'buoys')
(5, 'buns,')
(5, 'bumps')
(5, 'buldings')
(5, 'bubbly')
(5, 'bubbling')
(5, 'browses')
(5, 'browning')
(5, 'brothers')
(5, 'broiler')
(5, 'broiled')
(5, 'brocolli,')
(5, 'brochure')
(5, 'broadly')
(5, 'brimmed')
(5, 'brightly-colored')
(5, 'brides')
(5, 'breeds')
(5, 'breakfast,')
(5, 'breads,')
(5, 'branded')
(5, 'brakes')
(5, 'boundary')
(5, 'boring')
(5, 'bookcases,')
(5, 'bodyboarding')
(5, 'bodyboard')
(5, 'boad')
(5, 'blindfold')
(5, 'bleeding')
(5, 'bleacher')
(5, 'blaze')
(5, 'blast')
(5, 'blankets,')
(5, 'blackberries')
(5, 'biscuit,')
(5, 'birds,')
(5, 'biplanes')
(5, 'binoculars')
(5, 'biathlon')
(5, 'bespectacled')
(5, 'beret')
(5, 'benz')
(5, 'belonging')
(5, 'belong')
(5, 'beets,')
(5, 'bedspread,')
(5, 'becomes')
(5, 'beaming')
(5, 'battleship')
(5, 'batteries,')
(5, 'bassinet')
(5, 'barstools,')
(5, 'bars,')
(5, 'barry')
(5, 'barrow')
(5, 'barnyard')
(5, 'barbecued')
(5, 'ballpark')
(5, 'ballgame')
(5, 'badges')
(5, 'avoiding')
(5, 'attractively')
(5, 'attractions')
(5, 'attempted')
(5, 'attached,')
(5, 'atlanta')
(5, 'astride')
(5, 'assisted')
(5, "artist's")
(5, 'artifacts')
(5, 'arbor')
(5, 'approached')
(5, 'applied')
(5, 'applauding')
(5, 'appealing')
(5, 'answering')
(5, 'annual')
(5, 'ana')
(5, 'amusing')
(5, 'amp')
(5, 'allover')
(5, 'allot')
(5, 'alien')
(5, 'alfalfa')
(5, 'alertly')
(5, 'airplanes,')
(5, 'afield')
(5, 'advertised')
(5, 'advertise')
(5, 'advancing')
(5, 'adult,')
(5, 'adn')
(5, 'addresses')
(5, 'accept')
(5, 'ability')
(5, "a's")
(5, '55')
(5, '40')
(5, '30th')
(5, '29')
(5, '2013')
(5, '2012')
(5, '1971')
(5, '15')
(5, '13th')
(5, '13')
(5, '11')
(5, '100')
(5, ',man')
(5, "'")
(5, '$350')
(5, '#')
(5, '"thumbs')
(5, '"selfie"')
(5, '"road')
(5, '"not')
(5, '"north')
(5, '"king')
(5, '"give')
(4, 'zooming')
(4, 'zips')
(4, 'zippers')
(4, 'zipper')
(4, 'yorkie')
(4, 'yankee')
(4, 'yams')
(4, 'x-ray')
(4, 'wrinkles')
(4, 'wrenches')
(4, 'wreckage')
(4, 'wrangling')
(4, 'wound')
(4, 'workout')
(4, 'workbook')
(4, 'work,')
(4, 'woolen')
(4, 'woo')
(4, 'wondering')
(4, 'woma')
(4, 'with,')
(4, 'witch')
(4, 'wish')
(4, 'wipe')
(4, 'winks')
(4, 'windup')
(4, 'winchester')
(4, 'williams')
(4, 'willed')
(4, 'wildflower')
(4, 'wieners')
(4, 'whtie')
(4, 'white-walled')
(4, 'whispering')
(4, 'wheelers')
(4, 'wheelbarrow')
(4, 'wetland')
(4, 'westminster')
(4, 'westmark')
(4, 'weaved')
(4, 'waveland')
(4, 'warplane')
(4, 'warmed')
(4, 'wanted')
(4, "walk/don't")
(4, 'waited')
(4, 'voting')
(4, 'vote')
(4, 'volvo')
(4, 'visited')
(4, 'visible,')
(4, 'virginia')
(4, 'villagers')
(4, 'vignette')
(4, 'vietnamese')
(4, 'vietnam')
(4, 'videotaping')
(4, 'veteran')
(4, 'vet')
(4, 'vert')
(4, 'versions')
(4, 'vender')
(4, 'vegas')
(4, 'variegated')
(4, 'vapor')
(4, 'vanities')
(4, 'valve')
(4, 'valance')
(4, 'vagina')
(4, 'utilizes')
(4, 'useful')
(4, 'upraised')
(4, 'upclose')
(4, 'up-close')
(4, 'unrecognizable')
(4, 'universal')
(4, 'unicycle')
(4, 'unhealthy')
(4, 'unenthused')
(4, 'undeveloped')
(4, 'underhanded')
(4, 'underbelly')
(4, 'uncommonly')
(4, 'unclear')
(4, 'unbuttoned')
(4, 'unbrellas')
(4, 'umping')
(4, 'umbella')
(4, 'udders')
(4, 'two-person')
(4, 'twitter')
(4, 'twinkies')
(4, 'tweezers')
(4, 'tvv')
(4, 'turrets')
(4, 'turntable')
(4, 'tuned')
(4, 'tucking')
(4, 'truth')
(4, 'trust')
(4, 'trudges')
(4, 'tricycles')
(4, 'treys')
(4, 'treeline')
(4, 'trays,')
(4, 'trashcan,')
(4, 'trams')
(4, 'trampoline')
(4, 'trainyard')
(4, 'traffic"')
(4, 'tough')
(4, 'totes')
(4, 'total')
(4, 'toronto')
(4, 'topiary')
(4, 'tonight')
(4, 'tones,')
(4, 'tomatoe')
(4, 'tom')
(4, 'toilette,')
(4, 'tog')
(4, 'time,')
(4, 'tilled')
(4, 'tightrope')
(4, 'thumbs-up')
(4, 'throat')
(4, 'thrift')
(4, 'thoughtful')
(4, 'thank')
(4, 'termite')
(4, 'teresa')
(4, 'tented')
(4, 'tender')
(4, 'tempting')
(4, 'teeshirt')
(4, 'ted')
(4, 'technique')
(4, 'technician')
(4, 'tears')
(4, 'teachers')
(4, 'taxiway')
(4, 'taupe')
(4, 'tassels')
(4, 'tasble')
(4, 'tarmack')
(4, 'tap')
(4, 'tanding')
(4, 'tan,')
(4, 'talking,')
(4, 'talkie')
(4, 'tail,')
(4, 'tacos,')
(4, 'tackling')
(4, 'tabled')
(4, 't-shirt,')
(4, 'switches')
(4, 'swishing')
(4, 'swirls')
(4, 'swiping')
(4, 'sweeps')
(4, 'sweatpants')
(4, 'swarm')
(4, 'suzuki')
(4, 'suspicious')
(4, 'sushi,')
(4, 'surveys')
(4, 'surreal')
(4, 'surfer,')
(4, 'supposed')
(4, 'supplied')
(4, 'superman')
(4, 'sup')
(4, 'suggesting')
(4, 'suede')
(4, 'sudsy')
(4, 'sucker')
(4, 'suburbs')
(4, 'stylist')
(4, 'sturdy')
(4, 'stuffs')
(4, 'stuffing,')
(4, 'struck')
(4, 'stroking')
(4, 'stride')
(4, 'streetlamp')
(4, 'streaked')
(4, 'strains')
(4, 'straddles')
(4, 'stowed')
(4, 'storks')
(4, 'stoplights,')
(4, 'stone,')
(4, 'stole')
(4, 'stoic')
(4, 'stitting')
(4, 'stitch')
(4, 'stethoscope')
(4, 'step,')
(4, 'steele')
(4, 'steamer')
(4, 'stealth')
(4, 'started')
(4, 'stared')
(4, 'stand-up')
(4, 'stallion')
(4, 'stading')
(4, 'squirt')
(4, 'squeeze')
(4, 'sprinkles,')
(4, 'springtime')
(4, 'spread,')
(4, 'spotlessly')
(4, 'sponsored')
(4, 'spokes')
(4, 'splitting')
(4, 'splashed')
(4, 'spirit')
(4, 'spiked')
(4, 'spicket')
(4, 'sphere')
(4, 'speedboats')
(4, 'specifically')
(4, 'sparrows')
(4, 'spanish,')
(4, 'spaniel')
(4, 'spaghetti,')
(4, 'spaceous')
(4, 'souvenirs')
(4, 'sorted')
(4, 'sometime')
(4, 'someplace')
(4, 'solders')
(4, 'soft,')
(4, 'soak')
(4, 'snowcapped')
(4, 'snowbank')
(4, 'snaps')
(4, 'smokestack')
(4, 'smoker')
(4, 'smoke,')
(4, 'smiles,')
(4, 'smartly')
(4, 'smaller,')
(4, 'slivers')
(4, 'slew')
(4, 'slept')
(4, 'sleeping,')
(4, 'sleeper')
(4, 'sleds')
(4, 'slapping')
(4, 'skimming')
(4, 'skiboard')
(4, 'skatebord')
(4, 'skateboards,')
(4, 'skateboarder,')
(4, "skateboarder's")
(4, 'skatboard')
(4, 'sittting')
(4, 'sittng')
(4, 'sittingon')
(4, 'sittiing')
(4, 'sititng')
(4, 'sissors')
(4, 'sippy')
(4, 'singapore')
(4, 'simulated')
(4, 'simple,')
(4, 'silverwear')
(4, 'signalling')
(4, 'sighn')
(4, 'shuttered')
(4, 'showering')
(4, 'showboat')
(4, 'shouting')
(4, 'shotgun')
(4, 'shot,')
(4, 'shore,')
(4, 'shoppe')
(4, 'shoeless')
(4, 'shock')
(4, 'shirts,')
(4, 'shipped')
(4, 'ship,')
(4, 'shields')
(4, 'shephard')
(4, 'sheltered')
(4, 'shells,')
(4, 'shellfish')
(4, 'sheeting')
(4, 'sheds')
(4, 'shaven')
(4, 'shards')
(4, 'shape,')
(4, 'shampoo,')
(4, 'shakespeare')
(4, 'shadyside')
(4, 'shadowed')
(4, 'shade,')
(4, 'sewn')
(4, 'sewer')
(4, 'severed')
(4, 'sever')
(4, 'settled')
(4, 'setting,')
(4, 'serving,')
(4, 'servicemen')
(4, 'sequential')
(4, 'seperating')
(4, 'separates')
(4, 'semitrailer')
(4, 'semi-circle')
(4, 'secure')
(4, 'seconds')
(4, 'seats,')
(4, 'scrubber')
(4, 'scrolls')
(4, 'screenshot')
(4, 'screensaver')
(4, 'scramble')
(4, 'scouts')
(4, 'scoreboard')
(4, 'scooped')
(4, 'schedule')
(4, 'scanning')
(4, 'scanner')
(4, 'scalloped')
(4, 'scallop')
(4, 'scaffold')
(4, 'sayings')
(4, 'saxophone')
(4, 'savory')
(4, 'saucers,')
(4, 'sash')
(4, 'sapling')
(4, 'sanwich')
(4, 'salem')
(4, 'sake')
(4, "sailor's")
(4, 'sailer')
(4, 'saber')
(4, 'run-down')
(4, 'run,')
(4, 'rump')
(4, 'rummage')
(4, 'rumbles')
(4, 'ruler,')
(4, 'rugs,')
(4, 'ruffle')
(4, 'rowed')
(4, 'route"')
(4, 'rotted')
(4, 'rotini')
(4, 'rotary')
(4, 'roosts')
(4, 'roosting')
(4, "room's")
(4, 'rockets')
(4, 'rockefeller')
(4, 'riverbed')
(4, 'rite')
(4, 'rippling')
(4, 'ripeness')
(4, 'ripe,')
(4, 'ringed')
(4, 'rind')
(4, 'rigs')
(4, 'rigged')
(4, 'riders,')
(4, "rider's")
(4, 'ricotta')
(4, 'richmond')
(4, 'ribbon,')
(4, 'rhode')
(4, 'restraunt')
(4, 'restoration')
(4, 'reservoir')
(4, 'require')
(4, 'repurposed')
(4, 'republican')
(4, 'represent')
(4, 'removable')
(4, 'reminiscent')
(4, 'regarding')
(4, 'refuse')
(4, 'refigerator')
(4, 'reference')
(4, 'referee,')
(4, 'refection')
(4, 'reds')
(4, 'red-headed')
(4, 'red-haired')
(4, 'recumbent')
(4, 'recovery')
(4, 'recorded')
(4, 'recliner,')
(4, 'receipts')
(4, 'rear-view')
(4, 'readers')
(4, 'raven')
(4, 'rate')
(4, 'rapped')
(4, 'ranging')
(4, 'ramping')
(4, 'rainbow-colored')
(4, 'rad')
(4, 'quiet,')
(4, 'quartet')
(4, 'quarry')
(4, 'quad')
(4, 'purposes')
(4, 'pure')
(4, 'pulp')
(4, 'puffed')
(4, 'propelled')
(4, 'promenade')
(4, 'prohibiting')
(4, 'progress,')
(4, 'processed')
(4, 'primary')
(4, 'preserves')
(4, 'presence')
(4, 'prepped')
(4, 'prarie')
(4, 'prancing')
(4, 'ppk')
(4, "potter's")
(4, 'potholders')
(4, 'posture')
(4, 'possessions')
(4, 'possession')
(4, 'portraying')
(4, 'porter')
(4, 'pom')
(4, 'pointer')
(4, 'poeple')
(4, 'plungers')
(4, 'plumber')
(4, 'plows')
(4, 'plentiful')
(4, 'platter,')
(4, 'planning')
(4, 'planet')
(4, 'planes,')
(4, 'placard')
(4, 'pitbull')
(4, 'pinwheels')
(4, 'pinto')
(4, 'pikachu')
(4, 'pierced')
(4, 'pieced')
(4, 'pictured,')
(4, "photo's")
(4, 'phillies')
(4, 'philadelphia')
(4, 'phases')
(4, 'petite')
(4, 'peter')
(4, 'persona')
(4, 'peple')
(4, 'peopl')
(4, 'peg')
(4, 'pee')
(4, 'peculiar')
(4, 'pays')
(4, 'paving')
(4, 'pastures')
(4, 'pasadena')
(4, 'partitions')
(4, 'participates')
(4, 'participants')
